state,county,year,NonCrop,GM,Tolerant,Vulnerable,Unclassified,total
Texas,Aransas,2014,1378,9424,5659,3777,127321,147559
Nevada,Clark,2010,8804,3,163,5980,49251,64201
Idaho,Canyon,2014,33050,0,348144,510407,440408,1332009
Texas,Trinity,2013,11,30,82,1706,20706,22535
Georgia,Coweta,2014,994,876,4972,91035,27017,124894
South Dakota,Sanborn,2010,2605,247751,314825,310415,572609,1448205
Oregon,Lane,2014,8507,0,26141,67329,228677,330654
Texas,Aransas,2015,4912,2285,13401,3537,123424,147559
Georgia,Coweta,2015,426,397,1759,26778,95534,124894
South Dakota,Sanborn,2011,15068,248262,310561,607048,267266,1448205
Texas,Trinity,2014,142,155,203,2082,19953,22535
Georgia,Coweta,2016,285,983,1542,17272,104812,124894
Idaho,Canyon,2015,80646,0,354271,536597,360495,1332009
Utah,Tooele,2009,12775,0,12235,34926,252680,312616
Texas,Aransas,2016,3570,7121,9198,3979,123691,147559
Georgia,Coweta,2017,61,1103,1935,22168,99627,124894
South Dakota,Sanborn,2012,1741,261874,397767,517569,269254,1448205
Georgia,Coweta,2018,8,1255,783,22855,99993,124894
Montana,Judith Basin,2018,115663,0,429265,892654,443201,1880783
Texas,Aransas,2017,42,12670,8086,2565,124196,147559
Texas,Trinity,2015,305,10,85,1880,20255,22535
Idaho,Canyon,2016,70265,0,377585,546345,337814,1332009
South Dakota,Sanborn,2013,1995,279975,380509,489230,296496,1448205
Washington,Franklin,2009,279856,98,542422,792402,339664,1954442
Ohio,Putnam,2009,175,613257,534485,30817,53051,1231785
Minnesota,Hennepin,2009,583,54172,67702,7576,136336,266369
Texas,Aransas,2018,834,9793,9729,4983,122220,147559
South Dakota,Sanborn,2014,403,326794,372435,497313,251260,1448205
Ohio,Putnam,2010,1674,573895,533657,32157,90402,1231785
Texas,Trinity,2016,230,37,60,1904,20304,22535
Idaho,Canyon,2017,44422,0,347758,586401,353428,1332009
Minnesota,Hennepin,2010,262,57589,60805,7025,140688,266369
South Dakota,Sanborn,2015,4409,289783,376682,163230,614101,1448205
Ohio,Putnam,2011,290,598547,523718,28356,80874,1231785
Texas,Trinity,2017,418,226,414,3400,18077,22535
Minnesota,Hennepin,2011,674,73852,80063,62290,49490,266369
Idaho,Canyon,2018,35652,0,366303,604629,325425,1332009
Washington,Franklin,2010,243673,427,541005,696086,473251,1954442
Ohio,Putnam,2012,278,619921,506653,36380,68553,1231785
South Dakota,Sanborn,2016,27532,289607,350959,155414,624693,1448205
Minnesota,Hennepin,2012,437,56174,78334,57465,73959,266369
Ohio,Putnam,2013,786,625592,503917,29343,72147,1231785
Georgia,Crawford,2009,10736,10444,2464,36893,106277,166814
New York,Ulster,2009,17467,169,33115,83759,172170,306680
Texas,Trinity,2018,404,288,356,3782,17705,22535
South Dakota,Sanborn,2017,854,341051,375166,219194,511940,1448205
Georgia,Crawford,2010,6320,9780,1344,25894,123476,166814
Minnesota,Hennepin,2013,708,59221,73890,39880,92670,266369
Ohio,Putnam,2014,74,610338,526429,33826,61118,1231785
Georgia,Crawford,2011,17496,11510,4114,36916,96778,166814
South Dakota,Sanborn,2018,32040,329673,318960,310903,456629,1448205
Washington,Franklin,2011,262105,2,607064,757976,327295,1954442
Ohio,Putnam,2015,32795,628172,476602,43654,50562,1231785
Georgia,Crawford,2012,15936,12321,3637,36654,98266,166814
Minnesota,Hennepin,2014,5571,60839,68958,64046,66955,266369
Ohio,Putnam,2016,258,642977,496241,36903,55406,1231785
Georgia,Crawford,2013,21418,9032,4696,42999,88669,166814
Minnesota,Hennepin,2015,3678,57411,73280,45210,86790,266369
New York,Ulster,2010,14620,1794,30186,198841,61239,306680
Ohio,Putnam,2017,76,718166,427804,31568,54171,1231785
Georgia,Crawford,2014,16017,7721,4531,60356,78189,166814
Minnesota,Hennepin,2016,1642,60650,72977,42648,88452,266369
Washington,Franklin,2012,262908,32,552041,789322,350139,1954442
Ohio,Putnam,2018,223,662356,472049,47869,49288,1231785
Georgia,Crawford,2015,29491,9801,4397,50552,72573,166814
Minnesota,Hennepin,2017,2114,72491,61906,43499,86359,266369
Georgia,Crawford,2016,23291,10784,2079,47804,82856,166814
New York,Ulster,2011,20076,1450,35160,162749,87245,306680
Utah,Tooele,2010,42344,0,44426,63120,162726,312616
Georgia,Crawford,2017,2953,7955,5124,67505,83277,166814
Minnesota,Hennepin,2018,1263,58505,70408,49967,86226,266369
Oregon,Lane,2015,2324,0,30464,62187,235679,330654
Washington,Franklin,2013,274859,0,563580,768587,347416,1954442
Georgia,Crawford,2018,10,10895,4176,64189,87544,166814
Nevada,Clark,2011,8776,0,448,8210,46767,64201
Texas,Borden,2009,34248,136087,142012,2466,173040,487853
New York,Ulster,2012,27686,1684,27997,146314,102999,306680
Ohio,Paulding,2009,962,511948,445416,20148,56587,1035061
Texas,Borden,2010,17059,198220,78369,120,194085,487853
Washington,Franklin,2014,276720,44,556458,743594,377626,1954442
Ohio,Paulding,2010,4131,531730,384797,19015,95388,1035061
Ohio,Paulding,2011,662,492496,446920,9727,85256,1035061
Texas,Borden,2011,15272,254202,21085,2,197292,487853
New York,Ulster,2013,10755,1096,19397,82200,193232,306680
Ohio,Paulding,2012,2892,525561,409010,23694,73904,1035061
Washington,Franklin,2015,307632,15,546363,803102,297330,1954442
Ohio,Paulding,2013,823,531573,408170,18969,75526,1035061
Texas,Borden,2012,16895,263958,56278,158,150564,487853
Ohio,Paulding,2014,378,512752,432183,23012,66736,1035061
Texas,Borden,2013,5941,232547,46726,2645,199994,487853
Ohio,Paulding,2015,72095,520197,360394,34014,48361,1035061
New York,Ulster,2014,21759,2835,13559,98352,170175,306680
Ohio,Paulding,2016,855,551078,396637,27380,59111,1035061
Wyoming,Park,2009,6463,0,112820,289829,368179,777291
Texas,Bee,2009,12780,38532,286164,102806,245805,686087
Texas,Borden,2014,5912,230834,52226,5477,193404,487853
Washington,Franklin,2016,328707,0,564522,818415,242798,1954442
Minnesota,Lac qui Parle,2009,365,744320,807908,31866,137033,1721492
Georgia,Effingham,2009,54518,36579,22869,23297,59794,197057
Ohio,Paulding,2017,1066,589255,372066,23241,49433,1035061
Texas,Borden,2015,12869,227049,51483,1922,194530,487853
Ohio,Paulding,2018,548,568866,388697,24538,52412,1035061
Georgia,Effingham,2010,16831,33477,7934,21247,117568,197057
Minnesota,Lac qui Parle,2010,347,788022,769979,23668,139476,1721492
Texas,Bee,2010,13142,40368,221903,2811,407863,686087
New York,Ulster,2015,25488,679,12335,115295,152883,306680
Texas,Borden,2016,19398,227181,55412,4520,181342,487853
Washington,Franklin,2017,318364,65,578643,773219,284151,1954442
Georgia,Effingham,2011,38707,38524,8633,23165,88028,197057
Minnesota,Lac qui Parle,2011,30,723941,840076,36447,120998,1721492
Oregon,Lane,2016,4218,0,24078,62307,240051,330654
Utah,Tooele,2011,32304,3,32963,49114,198232,312616
Texas,Borden,2017,8192,217461,67011,8390,186799,487853
Georgia,Effingham,2012,30527,34352,8428,23078,100672,197057
Texas,Bee,2011,12745,106747,153686,804,412105,686087
New York,Ulster,2016,34113,312,11556,116053,144646,306680
Minnesota,Lac qui Parle,2012,11,709028,845934,27478,139041,1721492
Georgia,Effingham,2013,43551,33165,10588,18978,90775,197057
Texas,Borden,2018,5012,233188,62685,10614,176354,487853
Washington,Franklin,2018,363420,60,537906,817373,235683,1954442
Georgia,Effingham,2014,24125,39807,7176,28673,97276,197057
Minnesota,Lac qui Parle,2013,17,733274,846248,24319,117634,1721492
Texas,Bee,2012,3999,66448,229224,234,386182,686087
New York,Ulster,2017,29843,1584,15592,121797,137864,306680
Nevada,Clark,2012,7660,0,379,7608,48554,64201
Ohio,Allen,2009,312,369998,379522,5545,73955,829332
Georgia,Effingham,2015,32187,44463,8652,22858,88897,197057
Ohio,Allen,2010,705,385574,337706,11252,94095,829332
Minnesota,Lac qui Parle,2014,90,783280,801946,28430,107746,1721492
Georgia,Effingham,2016,37942,41822,11787,20454,85052,197057
Ohio,Allen,2011,211,370797,356581,10217,91526,829332
New York,Ulster,2018,22569,2764,15723,126824,138800,306680
Texas,Bee,2013,4317,31580,216247,82688,351255,686087
Ohio,Allen,2012,246,363457,360461,9756,95412,829332
Georgia,Effingham,2017,2850,52126,11014,39557,91510,197057
Minnesota,Lac qui Parle,2015,795,822221,768748,27498,102230,1721492
Ohio,Allen,2013,204,379877,346088,7261,95902,829332
Georgia,Effingham,2018,60,64174,3005,33797,96021,197057
Ohio,Allen,2014,76,379226,358584,12124,79322,829332
Minnesota,Lac qui Parle,2016,202,787525,804047,33415,96303,1721492
Texas,Bee,2014,7516,41397,214532,78427,344215,686087
Ohio,Allen,2015,4492,416801,325165,12163,70711,829332
Ohio,Allen,2016,883,414491,328358,13644,71956,829332
Ohio,Allen,2017,195,440148,306225,10857,71907,829332
Minnesota,Lac qui Parle,2017,8753,811292,768964,32857,99626,1721492
Wyoming,Park,2010,41700,0,126589,431083,177919,777291
Ohio,Allen,2018,132,418433,327284,18384,65099,829332
Texas,Bee,2015,7665,15014,238416,60220,364772,686087
Minnesota,Lac qui Parle,2018,785,812884,778916,32610,96297,1721492
Texas,Bee,2016,11565,29191,221093,75162,349076,686087
Texas,Bee,2017,5250,66632,186381,92960,334864,686087
Utah,Tooele,2012,12772,0,13907,59634,226303,312616
Oregon,Lane,2017,913,0,12226,74186,243329,330654
South Dakota,Stanley,2009,56472,1405,625435,185749,410754,1279815
Texas,Burleson,2009,9577,48611,116168,61754,213856,449966
New York,Westchester,2009,1329,44,717,2097,41345,45532
Texas,Burleson,2010,21093,68056,99263,487,261067,449966
Texas,Bee,2018,2419,87471,168264,110186,317747,686087
New York,Westchester,2010,4504,163,1783,25680,13402,45532
California,Shasta,2009,5764,13,8999,121810,203820,340406
New York,Westchester,2011,1560,23,1108,23055,19786,45532
Texas,Burleson,2011,2306,112975,73416,789,260480,449966
Minnesota,Mahnomen,2009,51874,322548,199890,50711,179860,804883
Georgia,Emanuel,2009,174685,106464,23625,81925,124152,510851
New York,Westchester,2012,1376,5,590,11727,31834,45532
South Dakota,Stanley,2010,47444,5290,649185,226626,351270,1279815
Minnesota,Mahnomen,2010,43,324073,250852,44667,185248,804883
Texas,Burleson,2012,5602,70487,121367,1563,250947,449966
New York,Westchester,2013,337,22,203,3534,41436,45532
Minnesota,Mahnomen,2011,2948,318811,276490,76158,130476,804883
Ohio,Ashtabula,2009,14260,136056,114127,110007,212732,587182
Georgia,Emanuel,2010,58680,107405,12916,52733,279117,510851
Minnesota,Mahnomen,2012,376,303717,296646,95924,108220,804883
New York,Westchester,2014,271,8,320,1435,43498,45532
Ohio,Ashtabula,2010,2148,113594,82869,49061,339510,587182
Texas,Burleson,2013,3775,62192,119506,44860,219633,449966
Minnesota,Mahnomen,2013,189,307644,320742,56348,119960,804883
New York,Westchester,2015,364,56,208,3516,41388,45532
Georgia,Emanuel,2011,67566,127226,11346,49999,254714,510851
Wyoming,Park,2011,11755,0,130725,293385,341426,777291
Ohio,Ashtabula,2011,5375,105590,109503,19731,346983,587182
Minnesota,Mahnomen,2014,405,392878,233243,84977,93380,804883
New York,Westchester,2016,744,52,162,3497,41077,45532
South Dakota,Stanley,2011,54615,688,652746,185066,386700,1279815
Texas,Burleson,2014,6014,74435,107541,56242,205734,449966
Minnesota,Mahnomen,2015,1525,295771,334719,89304,83564,804883
Georgia,Emanuel,2012,81610,97380,7579,80197,244085,510851
New York,Westchester,2017,384,174,177,4095,40702,45532
Ohio,Ashtabula,2012,2930,146734,101174,57881,278463,587182
Minnesota,Mahnomen,2016,463,317114,327248,85049,75009,804883
New York,Westchester,2018,340,149,327,4234,40482,45532
Nevada,Clark,2013,12087,0,75,4607,47432,64201
Texas,Burleson,2015,19220,54232,113483,33464,229567,449966
Minnesota,Mahnomen,2017,244,337594,314254,79893,72898,804883
Ohio,Ashtabula,2013,11137,122966,125116,69081,258882,587182
Georgia,Emanuel,2013,98359,113610,25533,85782,187567,510851
Minnesota,Mahnomen,2018,125,298190,355268,77266,74034,804883
California,Shasta,2010,18729,0,8753,107427,205497,340406
Texas,Burleson,2016,11653,76605,100627,43008,218073,449966
Ohio,Ashtabula,2014,6988,154889,100802,65711,258792,587182
Georgia,Emanuel,2014,76649,118390,12202,89723,213887,510851
South Dakota,Stanley,2012,38029,2684,674926,207064,357112,1279815
Texas,Eastland,2009,91039,240,140303,189075,414637,835294
Texas,Burleson,2017,7261,82570,91921,56341,211873,449966
Texas,Eastland,2010,110289,2181,128777,6884,587163,835294
Ohio,Ashtabula,2015,45437,146105,101951,81139,212550,587182
Arizona,Graham,2009,149697,103315,55458,31986,381406,721862
Georgia,Emanuel,2015,83851,111985,17301,81954,215760,510851
Utah,Tooele,2013,7084,0,7543,53957,244032,312616
Texas,Burleson,2018,4331,87041,98249,66420,193925,449966
Texas,Eastland,2011,91021,8044,131402,4176,600651,835294
Oregon,Lane,2018,1050,0,15702,77247,236655,330654
Ohio,Ashtabula,2016,45519,171005,104218,103007,163433,587182
Georgia,Emanuel,2016,106423,106398,18230,74400,205400,510851
Texas,Eastland,2012,101242,11997,115985,2303,603767,835294
South Dakota,Stanley,2013,24371,1650,635108,194737,423949,1279815
Ohio,Ashtabula,2017,6658,181194,113063,83778,202489,587182
Texas,Eastland,2013,59361,7280,113732,199851,455070,835294
Georgia,Emanuel,2017,40005,119227,23861,112714,215044,510851
Ohio,Ashtabula,2018,24436,174907,100591,76576,210672,587182
Texas,Eastland,2014,79111,14033,108121,226424,407605,835294
Georgia,Emanuel,2018,291,141349,28523,122190,218498,510851
California,Shasta,2011,36775,0,11492,127852,164287,340406
South Dakota,Stanley,2014,35221,3419,701108,220403,319664,1279815
Texas,Eastland,2015,77245,8353,139735,202671,407290,835294
Arizona,Graham,2010,250626,132350,39849,40252,258785,721862
Texas,Eastland,2016,103265,4623,106387,161609,459410,835294
New York,Washington,2009,37478,1546,139458,248701,340041,767224
Texas,Childress,2009,44863,129132,382425,3886,161351,721657
Wyoming,Park,2012,7489,0,136024,304938,328840,777291
Texas,Eastland,2017,91668,6366,115273,186700,435287,835294
Texas,Childress,2010,21017,185258,317928,1785,195669,721657
Georgia,Fayette,2009,1041,47,482,3466,49835,54871
South Dakota,Stanley,2015,159973,5300,547759,271451,295332,1279815
New York,Washington,2010,58027,4306,139074,397640,168177,767224
Texas,Childress,2011,25273,264561,222532,1161,208130,721657
Georgia,Fayette,2010,756,353,576,7320,45866,54871
Minnesota,Morrison,2009,249,97986,403850,164068,753077,1419230
Georgia,Fayette,2011,2897,243,109,6464,45158,54871
Texas,Eastland,2018,2107,12261,188501,226082,406343,835294
Georgia,Fayette,2012,697,315,402,11378,42079,54871
Texas,Childress,2012,26302,255694,264004,1297,174360,721657
Georgia,Fayette,2013,325,610,299,32494,21143,54871
New York,Washington,2011,62302,1625,152918,366991,183388,767224
Ohio,Knox,2009,1294,242394,226113,41595,211616,723012
Georgia,Fayette,2014,990,126,947,34771,18037,54871
Texas,Childress,2013,29233,205368,275113,1052,210891,721657
Minnesota,Morrison,2010,1808,108334,368293,139173,801622,1419230
Georgia,Fayette,2015,638,97,682,9947,43507,54871
Ohio,Knox,2010,723,225976,239327,30615,226371,723012
Utah,Tooele,2014,6677,9,8099,54872,242959,312616
Georgia,Fayette,2016,346,258,117,5067,49083,54871
New York,Washington,2012,65311,1600,141377,362796,196140,767224
Texas,Childress,2014,26148,243316,243916,1267,207010,721657
Georgia,Fayette,2017,114,311,183,8581,45682,54871
Ohio,Knox,2011,1870,211025,239751,27805,242561,723012
South Dakota,Stanley,2016,32488,28504,702917,239967,275939,1279815
California,Shasta,2012,57561,3,11962,120911,149969,340406
Georgia,Fayette,2018,1,321,146,8352,46051,54871
Texas,Childress,2015,49209,230433,250806,1366,189843,721657
New York,Washington,2013,23855,1666,114540,220107,407056,767224
Minnesota,Morrison,2011,6255,140365,520966,524973,226671,1419230
Ohio,Knox,2012,1667,215252,257791,31231,217071,723012
Arizona,Graham,2011,178731,120558,37953,32876,351744,721862
Texas,Childress,2016,79035,205935,239618,730,196339,721657
Ohio,Knox,2013,1570,214159,264957,32318,210008,723012
New York,Washington,2014,36489,916,121152,244190,364477,767224
Nevada,Clark,2014,6,4,25,12944,51222,64201
Texas,Childress,2017,38539,215935,266380,2557,198246,721657
Ohio,Knox,2014,3089,248399,242552,40863,188109,723012
Minnesota,Morrison,2012,2731,121058,541472,507089,246880,1419230
Ohio,Knox,2015,430,237481,272708,49143,163250,723012
Texas,Childress,2018,28060,284637,215823,4463,188674,721657
Montana,Lewis and Clark,2009,53725,0,96520,165756,202551,518552
New York,Washington,2015,60671,2589,123625,245568,334771,767224
South Dakota,Stanley,2017,25049,21965,668233,302939,261629,1279815
Ohio,Knox,2016,1827,238606,272809,51877,157893,723012
Minnesota,Morrison,2013,3481,125885,548368,425012,316484,1419230
Ohio,Knox,2017,773,268934,251626,51532,150147,723012
New York,Washington,2016,55981,2254,122116,257044,329829,767224
Georgia,Glynn,2009,1316,308,680,1870,6062,10236
Ohio,Knox,2018,1110,263129,259678,57460,141635,723012
Georgia,Glynn,2010,174,217,130,253,9462,10236
Minnesota,Morrison,2014,5310,124500,551093,576617,161710,1419230
New York,Washington,2017,17609,1968,137810,305299,304538,767224
Georgia,Glynn,2011,371,484,370,816,8195,10236
California,Shasta,2013,23512,0,12795,105841,198258,340406
Utah,Tooele,2015,4687,0,11939,54759,241231,312616
Georgia,Glynn,2012,352,349,193,1405,7937,10236
South Dakota,Stanley,2018,35264,5618,681009,313977,243947,1279815
Georgia,Glynn,2013,105,69,55,533,9474,10236
New York,Washington,2018,8094,4223,143163,314401,297343,767224
Minnesota,Morrison,2015,6123,136038,518432,360775,397862,1419230
Georgia,Glynn,2014,345,177,87,931,8696,10236
Wyoming,Park,2013,4493,0,139477,287976,345345,777291
Georgia,Glynn,2015,257,311,129,1035,8504,10236
Arizona,Graham,2012,256168,99342,50333,36396,279623,721862
Georgia,Glynn,2016,481,131,261,634,8729,10236
Washington,Lewis,2009,3593,0,10173,45265,178151,237182
Montana,Lewis and Clark,2010,24708,0,83120,140764,269960,518552
Georgia,Glynn,2017,25,118,191,810,9092,10236
Minnesota,Morrison,2016,4107,161570,513628,344482,395443,1419230
New York,Kings,2009,3,0,56,2,486,547
Georgia,Glynn,2018,2,120,151,693,9270,10236
New York,Kings,2010,16,1,50,19,461,547
New York,Kings,2011,1,0,7,14,525,547
Maine,Somerset,2009,934,102,34761,209550,139275,384622
New York,Kings,2012,106,0,62,88,291,547
New York,Kings,2013,8,1,0,7,531,547
New York,Kings,2014,0,0,0,0,547,547
New York,Kings,2015,0,0,0,7,540,547
New York,Kings,2016,15,0,14,53,465,547
New York,Kings,2017,2,8,1,17,519,547
Minnesota,Morrison,2017,9007,202922,483744,396050,327507,1419230
New York,Kings,2018,20,0,6,9,512,547
Ohio,Lawrence,2009,156,3940,4942,2424,22449,33911
Ohio,Lawrence,2010,70,3931,3527,4370,22013,33911
Texas,Ector,2009,1174,1641,1876,420,8875,13986
Ohio,Lawrence,2011,42,4545,3679,298,25347,33911
Minnesota,Morrison,2018,1750,206803,459670,421477,329530,1419230
Ohio,Lawrence,2012,40,5868,3788,2609,21606,33911
California,Shasta,2014,16427,0,11856,138184,173939,340406
Nevada,Clark,2015,2959,0,1,7226,54015,64201
Texas,Ector,2010,481,285,470,178,12572,13986
Washington,Lewis,2010,761,0,2100,4450,229871,237182
Ohio,Lawrence,2013,113,4799,4619,7262,17118,33911
Ohio,Lawrence,2014,41,5268,4268,4262,20072,33911
Texas,Ector,2011,155,842,63,179,12747,13986
Ohio,Lawrence,2015,156,4613,5474,841,22827,33911
Montana,Lewis and Clark,2011,18608,0,77445,154481,268018,518552
Texas,Ector,2012,1498,533,246,157,11552,13986
Ohio,Lawrence,2016,73,6822,3558,915,22543,33911
Georgia,Greene,2009,3883,1792,3085,21369,74553,104682
Texas,Ector,2013,436,150,232,779,12389,13986
Ohio,Lawrence,2017,65,5830,4085,374,23557,33911
Arizona,Graham,2013,144980,92793,54408,28214,401467,721862
Utah,Tooele,2016,6077,0,11883,63326,231330,312616
Ohio,Lawrence,2018,62,6754,3989,1183,21923,33911
Texas,Ector,2014,191,725,231,303,12536,13986
Georgia,Greene,2010,923,778,977,10831,91173,104682
Idaho,Custer,2009,21821,0,11702,121672,926074,1081269
Texas,Ector,2015,273,1359,322,778,11254,13986
Georgia,Greene,2011,1095,588,1847,12729,88423,104682
Texas,Ector,2016,249,286,104,114,13233,13986
Georgia,Greene,2012,898,556,1819,11619,89790,104682
Texas,Ector,2017,24,308,74,307,13273,13986
California,Shasta,2015,26928,0,9011,119183,185284,340406
Maine,Somerset,2010,2076,150,36142,244514,101740,384622
Georgia,Greene,2013,4336,457,6609,61496,31784,104682
Washington,Lewis,2011,38,0,7265,48619,181260,237182
Texas,Ector,2018,403,785,766,387,11645,13986
Georgia,Greene,2014,3005,2590,4031,57119,37937,104682
Wyoming,Park,2014,7005,0,129973,343022,297291,777291
Georgia,Greene,2015,1202,1895,2933,25295,73357,104682
Georgia,Greene,2016,319,2513,3435,27575,70840,104682
Montana,Lewis and Clark,2012,19891,0,76368,123455,298838,518552
Georgia,Greene,2017,211,2713,3099,31994,66665,104682
Georgia,Greene,2018,6,2848,2508,28497,70823,104682
New York,Orange,2009,31123,642,47306,159124,284280,522475
Oregon,Linn,2009,9066,0,81834,87588,506768,685256
Ohio,Ross,2009,2269,258104,240852,22087,191189,714501
Arizona,Graham,2014,127305,93470,52475,28521,420091,721862
Ohio,Ross,2010,304,238369,228196,24475,223157,714501
Washington,Lewis,2012,29,0,4046,6818,226289,237182
New York,Orange,2010,16398,2624,51998,354181,97274,522475
Ohio,Ross,2011,675,242724,232342,4500,234260,714501
California,Shasta,2016,20957,0,7488,133478,178483,340406
Ohio,Ross,2012,1122,232781,274890,22945,182763,714501
New York,Orange,2011,11028,8670,80951,261568,160258,522475
Idaho,Custer,2010,5116,13,8806,86659,980675,1081269
Utah,Tooele,2017,6887,0,9233,56442,240054,312616
Ohio,Ross,2013,1302,257846,243685,35041,176627,714501
Nevada,Clark,2016,334,0,2822,16008,45037,64201
Oregon,Linn,2010,24478,165,125768,91666,443179,685256
Montana,Lewis and Clark,2013,25173,0,72599,127335,293445,518552
Georgia,Habersham,2009,39,24,1407,1375,76433,79278
New York,Orange,2012,31696,7156,55900,269537,158186,522475
Ohio,Ross,2014,1200,265574,248966,30211,168550,714501
Georgia,Habersham,2010,86,121,778,4102,74191,79278
Georgia,Habersham,2011,25,210,1316,2132,75595,79278
Ohio,Ross,2015,507,291802,248254,24639,149299,714501
South Dakota,Charles Mix,2009,3330,495097,885008,232104,840331,2455870
New York,Orange,2013,10671,5101,34687,155283,316733,522475
Washington,Lewis,2013,130,0,4749,58936,173367,237182
Georgia,Habersham,2012,35,242,1408,1882,75711,79278
Texas,Ellis,2009,21754,95942,514053,163921,542320,1337990
Arizona,Graham,2015,181976,93824,49436,30021,366605,721862
Ohio,Ross,2016,1643,272007,257984,30067,152800,714501
Georgia,Habersham,2013,23,2391,4863,55307,16694,79278
California,Shasta,2017,14081,1,5414,145105,175805,340406
Georgia,Habersham,2014,97,2061,7801,48866,20453,79278
New York,Orange,2014,10904,7886,36875,176891,289919,522475
Texas,Ellis,2010,49670,154155,450406,11385,672374,1337990
Ohio,Ross,2017,335,296342,240875,22332,154617,714501
Georgia,Habersham,2015,74,601,1942,3018,73643,79278
Maine,Somerset,2011,700,299,35455,244664,103504,384622
Wyoming,Park,2015,11969,0,147320,341357,276645,777291
Georgia,Habersham,2016,211,245,1934,1997,74891,79278
South Dakota,Charles Mix,2010,3611,640117,801639,395319,615184,2455870
New York,Orange,2015,17362,5530,33638,214764,251181,522475
Ohio,Ross,2018,186,296722,242528,32792,142273,714501
Oregon,Linn,2011,22657,0,117668,105929,439002,685256
Georgia,Habersham,2017,2,114,3184,3715,72263,79278
Texas,Ellis,2011,27644,197907,424412,15055,672972,1337990
Georgia,Habersham,2018,8,566,2171,3981,72552,79278
New York,Orange,2016,25726,5579,33107,213942,244121,522475
Texas,Ellis,2012,10949,106052,508626,41937,670426,1337990
Washington,Lewis,2014,7132,0,7872,30719,191459,237182
New York,Orange,2017,32926,7849,33668,220542,227490,522475
Montana,Lewis and Clark,2014,29644,0,101677,247126,140105,518552
South Dakota,Charles Mix,2011,10840,585147,911680,536798,411405,2455870
Texas,Reeves,2009,743100,1484,8462,24883,516484,1294413
Oregon,Linn,2012,11050,3,85088,85983,503132,685256
Texas,Ellis,2013,2151,60726,477726,380874,416513,1337990
Arizona,Graham,2016,171642,100818,47597,28783,373022,721862
Ohio,Shelby,2009,153,416358,389285,24875,75701,906372
California,Shasta,2018,19229,3,19225,136152,165797,340406
New York,Orange,2018,28887,9407,33358,225870,224953,522475
Ohio,Shelby,2010,209,407210,379886,28628,90439,906372
Idaho,Custer,2011,6344,0,16958,875836,182131,1081269
Ohio,Shelby,2011,72,404875,380923,28435,92067,906372
Texas,Ellis,2014,6132,115130,440459,337678,438591,1337990
Ohio,Shelby,2012,54,409986,380625,27927,87780,906372
Ohio,Shelby,2013,242,395441,399227,27142,84320,906372
Ohio,Shelby,2014,50,421942,373859,31494,79027,906372
South Dakota,Charles Mix,2012,7039,629303,904996,535497,379035,2455870
Utah,Tooele,2018,28752,0,9555,63758,210551,312616
Nevada,Clark,2017,2542,0,0,7730,53929,64201
Ohio,Shelby,2015,8878,419951,381927,32888,62728,906372
Texas,Ellis,2015,42608,99049,458142,212816,525375,1337990
Ohio,Shelby,2016,512,424665,384210,31073,65912,906372
Oregon,Linn,2013,9177,0,70975,80415,524689,685256
Washington,Lewis,2015,55,0,2197,48301,186629,237182
Texas,Reeves,2010,527816,6265,3646,15071,741615,1294413
Ohio,Shelby,2017,62,447171,362939,30199,66001,906372
Georgia,Hancock,2009,10197,504,704,13687,52416,77508
Ohio,Shelby,2018,72,459709,353833,32124,60634,906372
Georgia,Hancock,2010,2297,371,178,10571,64091,77508
Texas,Ellis,2016,50413,109256,453359,202635,522327,1337990
Maine,Somerset,2012,580,452,33481,218446,131663,384622
Wyoming,Park,2016,8174,0,135697,361770,271650,777291
Georgia,Hancock,2011,4617,372,299,11315,60905,77508
South Dakota,Charles Mix,2013,4256,566083,937576,479499,468456,2455870
Montana,Lewis and Clark,2015,29859,0,87472,176564,224657,518552
Arizona,Graham,2017,144485,110703,46378,48016,372280,721862
Texas,Ellis,2017,17153,139995,458113,175639,547090,1337990
Georgia,Hancock,2012,1806,76,451,10109,65066,77508
Minnesota,Polk,2009,60504,1267999,1491340,934009,746811,4500663
Georgia,Hancock,2013,5190,92,2043,29660,40523,77508
Texas,Ellis,2018,4507,169360,445897,266299,451927,1337990
Oregon,Linn,2014,9875,0,48896,72483,554002,685256
Texas,Reeves,2011,460243,9993,936,18233,805008,1294413
Georgia,Hancock,2014,2643,368,436,30355,43706,77508
Washington,Lewis,2016,323,0,2617,80675,153567,237182
Georgia,Hancock,2015,3907,423,564,16472,56142,77508
South Dakota,Charles Mix,2014,1630,666345,913776,559033,315086,2455870
Georgia,Hancock,2016,5231,306,222,17302,54447,77508
Idaho,Custer,2012,8670,0,20896,81521,970182,1081269
Oregon,Linn,2015,5137,0,62647,102140,515332,685256
Georgia,Hancock,2017,2948,260,576,23083,50641,77508
Minnesota,Polk,2010,18864,1292927,1493910,701185,993777,4500663
Texas,Reeves,2012,596686,5857,8769,29615,653486,1294413
Georgia,Hancock,2018,9,727,503,20495,55774,77508
Ohio,Stark,2009,902,110676,144831,42265,179316,477990
California,Sierra,2009,55,0,266,13686,27543,41550
South Dakota,Charles Mix,2015,6778,639717,895779,287515,626081,2455870
Ohio,Stark,2010,339,102459,124485,22961,227746,477990
Washington,Lewis,2017,5777,0,7263,38665,185477,237182
